Country,Asset,Obs,Inflation Beta,Beta p-value,Policy Rate Coef,Rate p-value,Constant,R-squared,Durbin-Watson,BP p-value,JB p-value
USA,Gold,119,-0.3063319643689062,0.06599312507694553,0.4372416240563914,0.013124669181236804,0.9567894411721263,0.06133955966399662,2.0115894691788823,0.48624853879699137,0.1977197599555657
USA,Bitcoin,119,-2.5701063732750122,0.0003560881818118278,-0.6579833557756483,0.4252425978820328,15.992418567613223,0.07240805053287325,1.801955724152751,0.1451861518035494,0.2101677031908648
Switzerland,Gold,119,-0.6276340690081463,0.03625828652298407,0.7639447282770306,0.042527028473450794,1.5194456603303959,0.04139973145064779,1.9966490253584512,0.026276716706042293,0.12855753275029352
Switzerland,Bitcoin,119,-4.085278008576364,0.01697146123223856,1.579463641707107,0.4645632777873956,9.797365038645854,0.03765067750365203,1.750744558793244,0.10211751403103721,0.08253080597143798
Japan,Gold,119,0.13660533856363669,0.43643538070541554,4.510500677168876,0.006290582648706823,1.1757877568592556,0.08349297631839159,2.1495103327204874,0.128072121747475,0.19756514297677885
Japan,Bitcoin,119,-2.2262358153751967,0.16390251856762628,-3.3973697666427465,0.6675124775246907,9.734780686532575,0.030720696051936502,1.705567160832306,0.036172851583159145,0.35011270771870456
Argentina,Gold,119,-0.00011761510671145276,0.9944160221700873,0.035565294499219156,0.3473667644056577,-0.18075253882391262,0.005170106069026015,2.4170529052043834,0.020174381636697433,0.0
Argentina,Bitcoin,119,-0.0034983448787601614,0.9228135691307777,-0.0014703369928209093,0.9873556108835199,7.470234963814117,0.00010490330058143815,1.890842480097134,0.34898276257320754,3.3340803282507114e-21
